fecha	producto_id	cantidad	precio_unitario
2026-01-14	232	1	1.49
2026-01-14	23	3	1.25
2026-01-14	136	0.235	12.95
2026-01-14	9	2	0.85
2026-01-14	185	1	1.99
2026-01-14	208	3	0.95
2026-01-14	75	3	1.59
2026-01-14	30	3	1.89
2026-01-14	211	2	1.15
2026-01-14	88	1.333	2.19
2026-01-14	121	1.69	1.29
2026-01-14	92	6.135	0.89
2026-01-14	65	2	1.45
2026-01-14	121	2.008	1.29
2026-01-14	40	2	1.99
2026-01-14	121	4.535	1.29
2026-01-14	44	6.143	1.75
2026-01-14	124	4.394	1.55
2026-01-14	72	4	0.95
2026-01-14	137	0.199	18.75
2026-01-14	107	1.462	1.99
2026-01-14	8	1	2.25
2026-01-14	152	1	1.75
2026-01-14	84	5	1.59
2026-01-14	105	1.634	1.75
2026-01-14	54	2	2.59
2026-01-14	16	1.288	1.25
2026-01-14	148	0.194	5.99
2026-01-14	108	0.191	2.35
2026-01-14	48	1	1.99
2026-01-14	59	0.088	4
2026-01-14	114	1.731	4.5
2026-01-14	124	6.426	1.55
2026-01-14	127	2	2.49
2026-01-14	68	1	1.99
2026-01-14	24	1.151	1.19
2026-01-14	134	0.521	14.75
2026-01-14	98	1.017	2.3
2026-01-14	109	0.467	2.59
2026-01-14	81	4	1.25
2026-01-14	55	1	2.99
2026-01-14	114	0.54	4.5
2026-01-14	187	0.483	5.45
2026-01-14	55	1	2.99
2026-01-14	87	3	1.39
2026-01-14	55	2	2.99
2026-01-14	93	2	3
2026-01-14	248	0.008	10.95
2026-01-14	28	3	2.85
2026-01-14	112	1.61	2.59
2026-01-14	56	3	3.49
2026-01-14	195	1	2.25
2026-01-14	93	1	3
2026-01-14	57	2	1.35
2026-01-14	122	0.057	2.99
2026-01-14	39	1.627	3.99
2026-01-14	187	1.273	5.45
2026-01-14	112	0.293	2.59
2026-01-14	185	1	1.99
2026-01-14	207	1	1.29
2026-01-14	190	1	3.15
2026-01-14	146	0.864	14.39
2026-01-14	121	7.434	1.29
2026-01-14	158	1	2.29
2026-01-14	106	5.432	1.99
2026-01-14	61	1	1.89
2026-01-14	66	1	1.59
2026-01-14	219	2	0.99
2026-01-14	76	12	0.79
2026-01-14	4	3	1.05
2026-01-14	207	1	1.29
2026-01-14	141	0.144	11.89
2026-01-14	118	0.155	4
2026-01-14	121	4.333	1.29
2026-01-14	190	3	3.15
2026-01-14	198	0.479	1.19
2026-01-14	42	0.971	1.39
2026-01-14	8	1	2.25
2026-01-14	96	1.016	2.5
2026-01-14	76	2	0.79
2026-01-14	85	1	1.49
2026-01-14	135	0.376	12.95
2026-01-14	52	3.545	0.99
2026-01-14	113	0.021	4.25
2026-01-14	194	4.873	2.75
2026-01-14	117	0.504	2.5
2026-01-14	17	1	1.69
2026-01-14	166	2	2.45
2026-01-14	193	4	2.5
2026-01-14	70	2	1.49
2026-01-14	91	4.928	0.69
2026-01-14	44	1.029	1.75
2026-01-14	88	0.301	2.19
2026-01-14	50	1	3
2026-01-14	83	2.464	2.39
2026-01-14	95	3.209	2.39
2026-01-14	78	2	1.09
2026-01-14	196	3	3.15
2026-01-14	58	1.313	2.49
2026-01-14	153	1	1.99
2026-01-14	93	3	3
2026-01-14	114	1.133	4.5
2026-01-14	73	2	1.49
2026-01-14	137	0.177	18.75
2026-01-14	12	2.667	2.25
2026-01-14	139	0.248	14.95
2026-01-14	47	0.273	3
2026-01-14	167	1	1.59
2026-01-14	93	1	3
2026-01-14	190	1	3.15
2026-01-14	197	2.92	2.25
2026-01-14	91	9.754	0.69
2026-01-14	49	1	3
2026-01-14	125	1	2.35
2026-01-14	213	2	2.85
2026-01-14	190	1	3.15
2026-01-14	35	1	1.35
2026-01-14	3	1	1.45
2026-01-14	121	7.566	1.29
2026-01-14	94	0.902	2.85
2026-01-14	178	0.562	3.29
2026-01-14	39	0.82	3.99
2026-01-14	31	0.431	5.69
2026-01-14	66	2	1.59
2026-01-14	41	5.189	1.85
2026-01-14	201	0.677	1.95
2026-01-14	185	1	1.99
2026-01-14	142	0.331	6.95
2026-01-14	69	4	1.25
2026-01-14	199	1.781	2.19
2026-01-14	114	2.224	4.5
2026-01-14	103	1.215	2.19
2026-01-14	128	1	2.25
2026-01-14	38	5.688	1.89
2026-01-14	166	2	2.45
2026-01-14	11	2.294	3.95
2026-01-14	54	1	2.59
2026-01-14	74	1	2.35
2026-01-14	107	1.07	1.99
2026-01-14	194	2.236	2.75
2026-01-14	166	1	2.45
2026-01-14	101	3.677	3
2026-01-14	42	4.921	1.39
2026-01-14	46	0.307	3
2026-01-14	43	7.296	1.79
2026-01-14	44	2.943	1.75
2026-01-14	71	1	1.99
2026-01-14	93	2	3
2026-01-14	154	1	1.99
2026-01-14	91	5.217	0.69
2026-01-14	155	1	0.85
2026-01-14	52	3.313	0.99
2026-01-14	18	0.837	1.35
2026-01-14	224	1	0.99
2026-01-14	100	0.387	2.69
2026-01-14	97	0.229	1.75
2026-01-14	94	1.47	2.85
2026-01-14	79	4	1.55
2026-01-14	114	0.731	4.5
2026-01-14	27	1	2.59
2026-01-14	28	1	2.85
2026-01-14	189	3	3.15
2026-01-14	130	1	1.89
2026-01-14	95	1.335	2.39
2026-01-14	145	0.158	22.95
2026-01-14	127	1	2.49
2026-01-14	89	7.051	0.79
2026-01-14	167	3	1.59
2026-01-14	149	0.347	4.99
2026-01-14	53	1	2.59
2026-01-14	93	3	3
2026-01-14	33	2.522	1.59
2026-01-14	102	0.238	1.75
2026-01-14	26	0.269	1.19
2026-01-15	49	1	3
2026-01-15	196	3	3.15
2026-01-15	88	1.731	2.19
2026-01-15	166	1	2.45
2026-01-15	89	5.937	0.79
2026-01-15	91	21	0.69
2026-01-15	70	3	1.49
2026-01-15	65	2	1.45
2026-01-15	18	9.63	1.35
2026-01-15	41	2.141	1.85
2026-01-15	185	1	1.99
2026-01-15	138	1.769	4.59
2026-01-15	152	1	1.75
2026-01-15	92	6.472	0.89
2026-01-15	139	0.262	14.95
2026-01-15	24	1.21	1.19
2026-01-15	78	7	1.09
2026-01-15	47	0.287	3
2026-01-15	114	1.598	4.5
2026-01-15	199	2.895	2.19
2026-01-15	81	1	1.25
2026-01-15	162	1	1.19
2026-01-15	197	0.667	2.25
2026-01-15	175	1	1.59
2026-01-15	213	2	2.85
2026-01-15	209	2	1.19
2026-01-15	165	1.312	5
2026-01-15	189	3	3.15
2026-01-15	27	1	2.59
2026-01-15	48	1	1.99
2026-01-15	99	1.284	2.99
2026-01-15	17	1	1.69
2026-01-15	167	2	1.59
2026-01-15	141	0.151	11.89
2026-01-15	122	0.06	2.99
2026-01-15	134	0.55	14.75
2026-01-15	190	3	3.15
2026-01-15	72	4	0.95
2026-01-15	121	6.279	1.29
2026-01-15	226	2	1.35
2026-01-15	68	1	1.99
2026-01-15	117	0.532	2.5
2026-01-15	194	2.225	2.75
2026-01-15	193	4	2.5
2026-01-15	12	3.084	2.25
2026-01-15	52	1.121	0.99
2026-01-15	124	6.258	1.55
2026-01-15	28	1	2.85
2026-01-15	87	2	1.39
2026-01-15	93	1	3
2026-01-15	3	1	1.45
2026-01-15	83	0.669	2.39
2026-01-15	146	0.348	14.39
2026-01-15	137	0.057	18.75
2026-01-15	103	1.288	2.19
2026-01-15	124	5.161	1.55
2026-01-15	31	0.453	5.69
2026-01-15	30	1	1.89
2026-01-15	112	2.008	2.59
2026-01-15	121	2.581	1.29
2026-01-15	43	4.715	1.79
2026-01-15	211	1	1.15
2026-01-15	135	0.396	12.95
2026-01-15	84	1	1.59
2026-01-15	57	2	1.35
2026-01-15	55	1	2.99
2026-01-15	128	1	2.25
2026-01-15	207	2	1.29
2026-01-15	26	0.277	1.19
2026-01-15	195	1	2.25
2026-01-15	145	0.064	22.95
2026-01-15	111	2.617	1.75
2026-01-15	82	5	0.99
2026-01-15	56	1	3.49
2026-01-15	40	2	1.99
2026-01-15	146	0.178	14.39
2026-01-15	190	1	3.15
2026-01-15	106	5.734	1.99
2026-01-15	107	2.678	1.99
2026-01-15	105	1.726	1.75
2026-01-15	166	1	2.45
2026-01-15	198	6.092	1.19
2026-01-15	56	1	3.49
2026-01-15	71	1	1.99
2026-01-15	87	1	1.39
2026-01-15	198	1.092	1.19
2026-01-15	42	5.381	1.39
2026-01-15	77	2	2.35
2026-01-15	208	3	0.95
2026-01-15	9	4	0.85
2026-01-15	39	2.409	3.99
2026-01-15	165	1.134	5
2026-01-15	8	1	2.25
2026-01-15	127	4	2.49
2026-01-15	42	0.835	1.39
2026-01-15	121	11.279	1.29
2026-01-15	58	1.386	2.49
2026-01-15	144	0.349	5.39
2026-01-15	121	2.698	1.29
2026-01-15	98	1.074	2.3
2026-01-15	75	1	1.59
2026-01-15	4	5	1.05
2026-01-15	44	4.703	1.75
2026-01-15	66	3	1.59
2026-01-15	102	0.252	1.75
2026-01-15	166	3	2.45
2026-01-15	158	1	2.29
2026-01-15	148	0.204	5.99
2026-01-15	61	1	1.89
2026-01-15	125	3	2.35
2026-01-15	121	0.884	1.29
2026-01-15	43	3.575	1.79
2026-01-15	101	1.623	3
2026-01-15	214	1	2.79
2026-01-15	108	0.2	2.35
2026-01-15	55	1	2.99
2026-01-15	28	1	2.85
2026-01-15	201	0.713	1.95
2026-01-15	61	1	1.89
2026-01-15	54	1	2.59
2026-01-15	248	0.008	10.95
2026-01-15	93	1	3
2026-01-15	227	1	1.69
2026-01-15	109	0.494	2.59
2026-01-15	52	13.374	0.99
2026-01-15	195	1	2.25
2026-01-15	79	3	1.55
2026-01-15	89	8.089	0.79
2026-01-15	195	4	2.25
2026-01-15	146	0.386	14.39
2026-01-15	121	2.295	1.29
2026-01-15	49	1	3
2026-01-15	59	0.093	4
2026-01-15	113	0.021	4.25
2026-01-15	48	1	1.99
2026-01-15	81	2	1.25
2026-01-15	85	1	1.49
2026-01-15	114	3.189	4.5
2026-01-15	218	5	1.39
2026-01-15	153	1	1.99
2026-01-15	155	1	0.85
2026-01-15	30	3	1.89
2026-01-15	23	3	1.25
2026-01-15	154	1	1.99
2026-01-15	140	0.445	12.95
2026-01-15	194	3.207	2.75
2026-01-15	224	1	0.99
2026-01-15	76	5	0.79
2026-01-15	81	2	1.25
2026-01-15	93	4	3
2026-01-15	190	4	3.15
2026-01-15	145	0.102	22.95
2026-01-15	97	0.24	1.75
2026-01-15	167	2	1.59
2026-01-15	96	1.072	2.5
2026-01-15	118	0.165	4
2026-01-15	75	3	1.59
2026-01-15	94	3.14	2.85
2026-01-15	69	6	1.25
2026-01-15	93	5	3
2026-01-15	93	2	3
2026-01-15	93	2	3
2026-01-15	142	0.35	6.95
2026-01-15	215	1	2.79
2026-01-15	101	2.31	3
2026-01-15	33	2.629	1.59
2026-01-15	73	2	1.49
2026-01-15	121	3.078	1.29
2026-01-15	136	0.248	12.95
2026-01-15	33	2.648	1.59
2026-01-15	76	10	0.79
2026-01-15	83	1.925	2.39
2026-01-15	185	2	1.99
2026-01-15	219	3	0.99
2026-01-15	44	5.977	1.75
2026-01-15	74	1	2.35
2026-01-15	55	2	2.99
2026-01-15	84	1	1.59
2026-01-15	95	4.799	2.39
2026-01-15	39	0.173	3.99
2026-01-15	100	0.409	2.69
2026-01-15	46	0.323	3
2026-01-15	178	0.593	3.29
2026-01-15	130	4	1.89
2026-01-15	41	3.335	1.85
2026-01-15	28	2	2.85
2026-01-15	35	1	1.35
2026-01-15	21	1	0.99
2026-01-15	79	1	1.55
2026-01-15	56	2	3.49
2026-01-15	194	2.073	2.75
2026-01-15	54	1	2.59
2026-01-15	197	5.067	2.25
2026-01-15	16	1.36	1.25
2026-01-15	11	2.42	3.95
2026-01-15	52	5.444	0.99
2026-01-15	84	4	1.59
2026-01-15	137	0.341	18.75
2026-01-15	216	1	2.79
2026-01-15	53	1	2.59
2026-01-15	114	1.927	4.5
2026-01-15	89	13.38	0.79
2026-01-15	250	0.28	2.39
2026-01-15	54	1	2.59
2026-01-15	50	1	3
2026-01-15	38	5.862	1.89
2026-01-15	8	1	2.25
2026-01-15	187	1.084	5.45
2026-01-15	149	0.365	4.99
2026-01-15	43	1.626	1.79
2026-01-15	28	2	2.85
2026-01-15	94	1.667	2.85
2026-01-15	211	2	1.15
2026-01-15	101	1.22	3
2026-01-15	187	1.589	5.45
2026-01-16	59	0.113	4
2026-01-16	135	0.063	12.95
2026-01-16	124	3.245	1.55
2026-01-16	112	2.429	2.59
2026-01-16	24	1.471	1.19
2026-01-16	99	1.555	2.99
2026-01-16	166	4	2.45
2026-01-16	185	1	1.99
2026-01-16	144	0.421	5.39
2026-01-16	46	0.39	3
2026-01-16	76	2	0.79
2026-01-16	140	0.539	12.95
2026-01-16	93	4	3
2026-01-16	121	11.442	1.29
2026-01-16	83	2.046	2.39
2026-01-16	77	1	2.35
2026-01-16	65	2	1.45
2026-01-16	101	2.173	3
2026-01-16	28	1	2.85
2026-01-16	40	1	1.99
2026-01-16	16	1.64	1.25
2026-01-16	207	2	1.29
2026-01-16	186	1	2.25
2026-01-16	106	1.367	1.99
2026-01-16	33	1.925	1.59
2026-01-16	211	3	1.15
2026-01-16	96	1.296	2.5
2026-01-16	76	7	0.79
2026-01-16	108	0.247	2.35
2026-01-16	102	0.303	1.75
2026-01-16	61	1	1.89
2026-01-16	28	3	2.85
2026-01-16	106	2.568	1.99
2026-01-16	68	1	1.99
2026-01-16	70	1	1.49
2026-01-16	91	12	0.69
2026-01-16	97	0.291	1.75
2026-01-16	93	4	3
2026-01-16	38	1.46	1.89
2026-01-16	74	1	2.35
2026-01-16	148	0.247	5.99
2026-01-16	187	0.639	5.45
2026-01-16	130	1	1.89
2026-01-16	167	4	1.59
2026-01-16	75	2	1.59
2026-01-16	107	2.864	1.99
2026-01-16	127	5	2.49
2026-01-16	82	5	0.99
2026-01-16	27	1	2.59
2026-01-16	114	1.042	4.5
2026-01-16	53	1	2.59
2026-01-16	128	1	2.25
2026-01-16	52	6.354	0.99
2026-01-16	44	1.389	1.75
2026-01-16	98	1.3	2.3
2026-01-16	195	1	2.25
2026-01-16	219	3	0.99
2026-01-16	146	0.775	14.39
2026-01-16	35	1	1.35
2026-01-16	87	2	1.39
2026-01-16	214	1	2.79
2026-01-16	195	3	2.25
2026-01-16	166	2	2.45
2026-01-16	4	2	1.05
2026-01-16	93	4	3
2026-01-16	66	3	1.59
2026-01-16	95	2.067	2.39
2026-01-16	56	1	3.49
2026-01-16	114	3.251	4.5
2026-01-16	57	2	1.35
2026-01-16	189	1	3.15
2026-01-16	162	1	1.19
2026-01-16	87	2	1.39
2026-01-16	42	7.525	1.39
2026-01-16	185	2	1.99
2026-01-16	122	0.07	2.99
2026-01-16	124	8.013	1.55
2026-01-16	40	2	1.99
2026-01-16	9	1	0.85
2026-01-16	113	0.026	4.25
2026-01-16	18	1.844	1.35
2026-01-16	33	4.453	1.59
2026-01-16	21	1	0.99
2026-01-16	165	0.438	5
2026-01-16	213	1	2.85
2026-01-16	8	1	2.25
2026-01-16	43	4.106	1.79
2026-01-16	56	1	3.49
2026-01-16	214	1	2.79
2026-01-16	38	5.81	1.89
2026-01-16	138	2.139	4.59
2026-01-16	190	3	3.15
2026-01-16	216	1	2.79
2026-01-16	76	10	0.79
2026-01-16	227	1	1.69
2026-01-16	121	3.822	1.29
2026-01-16	135	0.22	12.95
2026-01-16	78	6	1.09
2026-01-16	142	0.423	6.95
2026-01-16	194	4.549	2.75
2026-01-16	39	1.08	3.99
2026-01-16	208	3	0.95
2026-01-16	43	6.659	1.79
2026-01-16	23	4	1.25
2026-01-16	190	2	3.15
2026-01-16	106	0.613	1.99
2026-01-16	75	2	1.59
2026-01-16	189	3	3.15
2026-01-16	101	1.623	3
2026-01-16	197	1.418	2.25
2026-01-16	41	3.703	1.85
2026-01-16	49	1	3
2026-01-16	93	1	3
2026-01-16	72	4	0.95
2026-01-16	84	2	1.59
2026-01-16	41	2.93	1.85
2026-01-16	94	2.639	2.85
2026-01-16	193	5	2.5
2026-01-16	109	0.598	2.59
2026-01-16	146	0.155	14.39
2026-01-16	89	1.772	0.79
2026-01-16	117	0.644	2.5
2026-01-16	85	1	1.49
2026-01-16	69	7	1.25
2026-01-16	31	0.548	5.69
2026-01-16	114	1.151	4.5
2026-01-16	248	0.01	10.95
2026-01-16	190	1	3.15
2026-01-16	95	3.745	2.39
2026-01-16	85	1	1.49
2026-01-16	153	1	1.99
2026-01-16	91	13.319	0.69
2026-01-16	79	5	1.55
2026-01-16	121	10.705	1.29
2026-01-16	152	1	1.75
2026-01-16	135	0.196	12.95
2026-01-16	114	1.396	4.5
2026-01-16	18	5.8	1.35
2026-01-16	145	0.202	22.95
2026-01-16	48	1	1.99
2026-01-16	26	0.336	1.19
2026-01-16	18	4.015	1.35
2026-01-16	107	0.377	1.99
2026-01-16	209	2	1.19
2026-01-16	178	0.72	3.29
2026-01-16	134	0.665	14.75
2026-01-16	194	3.793	2.75
2026-01-16	137	0.457	18.75
2026-01-16	124	2.555	1.55
2026-01-16	195	1	2.25
2026-01-16	130	3	1.89
2026-01-16	88	2.096	2.19
2026-01-16	50	1	3
2026-01-16	226	2	1.35
2026-01-16	11	1.438	3.95
2026-01-16	118	0.198	4
2026-01-16	11	0.559	3.95
2026-01-16	199	1.548	2.19
2026-01-16	53	1	2.59
2026-01-16	187	0.694	5.45
2026-01-16	146	0.175	14.39
2026-01-16	158	1	2.29
2026-01-16	218	5	1.39
2026-01-16	114	0.249	4.5
2026-01-16	224	1	0.99
2026-01-16	43	1.235	1.79
2026-01-16	139	0.317	14.95
2026-01-16	154	1	1.99
2026-01-16	149	0.441	4.99
2026-01-16	54	1	2.59
2026-01-16	81	1	1.25
2026-01-16	130	1	1.89
2026-01-16	101	1.277	3
2026-01-16	100	0.494	2.69
2026-01-16	47	0.35	3
2026-01-16	92	4.876	0.89
2026-01-16	89	18.152	0.79
2026-01-16	39	2.045	3.99
2026-01-16	250	0.339	2.39
2026-01-16	187	1.589	5.45
2026-01-16	105	1.92	1.75
2026-01-16	83	1.1	2.39
2026-01-16	199	1.954	2.19
2026-01-16	196	1	3.15
2026-01-16	215	1	2.79
2026-01-16	17	1	1.69
2026-01-16	155	2	0.85
2026-01-16	165	1.314	5
2026-01-16	175	1	1.59
2026-01-16	101	0.357	3
2026-01-16	55	3	2.99
2026-01-16	111	3.166	1.75
2026-01-16	3	1	1.45
2026-01-16	106	2.392	1.99
2026-01-16	103	1.557	2.19
2026-01-16	12	3.738	2.25
2026-01-16	81	5	1.25
2026-01-16	44	5.183	1.75
2026-01-16	165	1.21	5
2026-01-16	55	1	2.99
2026-01-16	77	1	2.35
2026-01-16	218	1	1.39
2026-01-16	196	3	3.15
2026-01-16	89	13.253	0.79
2026-01-16	71	1	1.99
2026-01-16	49	1	3
2026-01-16	94	3.175	2.85
2026-01-16	92	2.966	0.89
2026-01-16	190	3	3.15
2026-01-16	125	4	2.35
2026-01-16	28	3	2.85
2026-01-16	197	5.524	2.25
2026-01-16	213	2	2.85
2026-01-16	52	6.455	0.99
2026-01-16	52	2.737	0.99
2026-01-16	198	8.706	1.19
2026-01-16	195	2	2.25
2026-01-16	70	2	1.49
2026-01-16	187	0.316	5.45
2026-01-16	201	0.862	1.95
2026-01-16	114	1.038	4.5
2026-01-16	93	3	3
2026-01-16	194	0.742	2.75
2026-01-16	30	3	1.89
2026-01-16	167	1	1.59
2026-01-16	93	2	3
2026-01-16	58	1.679	2.49
2026-01-16	141	0.183	11.89
2026-01-16	44	6.354	1.75
2026-01-16	101	0.807	3
2026-01-16	121	9.256	1.29
2026-01-16	4	4	1.05
2026-01-16	11	0.932	3.95
2026-01-16	30	1	1.89
2026-01-16	73	3	1.49
2026-01-16	78	3	1.09
2026-01-16	136	0.3	12.95
2026-01-16	84	5	1.59
2026-01-16	52	8.586	0.99
2026-01-17	98	1.326	2.3
2026-01-17	44	1.72	1.75
2026-01-17	42	8.835	1.39
2026-01-17	134	0.527	14.75
2026-01-17	68	1	1.99
2026-01-17	208	3	0.95
2026-01-17	88	2.461	2.19
2026-01-17	83	2.255	2.39
2026-01-17	117	0.756	2.5
2026-01-17	50	1	3
2026-01-17	89	7.43	0.79
2026-01-17	189	4	3.15
2026-01-17	41	1.935	1.85
2026-01-17	72	6	0.95
2026-01-17	121	3.132	1.29
2026-01-17	52	11.576	0.99
2026-01-17	71	1	1.99
2026-01-17	93	2	3
2026-01-17	121	7.853	1.29
2026-01-17	43	1.793	1.79
2026-01-17	213	2	2.85
2026-01-17	35	2	1.35
2026-01-17	194	1.975	2.75
2026-01-17	66	4	1.59
2026-01-17	69	3	1.25
2026-01-17	114	1.471	4.5
2026-01-17	101	3.673	3
2026-01-17	158	1	2.29
2026-01-17	166	2	2.45
2026-01-17	149	0.519	4.99
2026-01-17	46	0.457	3
2026-01-17	92	9.202	0.89
2026-01-17	91	15.928	0.69
2026-01-17	127	1	2.49
2026-01-17	71	1	1.99
2026-01-17	124	4.787	1.55
2026-01-17	78	6	1.09
2026-01-17	65	1	1.45
2026-01-17	214	1	2.79
2026-01-17	11	0.818	3.95
2026-01-17	158	1	2.29
2026-01-17	28	2	2.85
2026-01-17	198	9.689	1.19
2026-01-17	59	0.13	4
2026-01-17	114	3.3	4.5
2026-01-17	80	1	2.99
2026-01-17	94	0.874	2.85
2026-01-17	130	2	1.89
2026-01-17	93	5	3
2026-01-17	55	2	2.99
2026-01-17	125	3	2.35
2026-01-17	134	0.245	14.75
2026-01-17	96	1.52	2.5
2026-01-17	82	1	0.99
2026-01-17	139	0.372	14.95
2026-01-17	70	4	1.49
2026-01-17	154	1	1.99
2026-01-17	18	7.644	1.35
2026-01-17	93	1	3
2026-01-17	31	0.236	5.69
2026-01-17	146	0.174	14.39
2026-01-17	219	4	0.99
2026-01-17	141	0.215	11.89
2026-01-17	93	1	3
2026-01-17	166	2	2.45
2026-01-17	56	2	3.49
2026-01-17	81	5	1.25
2026-01-17	101	2.607	3
2026-01-17	27	1	2.59
2026-01-17	165	1.812	5
2026-01-17	76	14	0.79
2026-01-17	152	1	1.75
2026-01-17	54	1	2.59
2026-01-17	121	2.271	1.29
2026-01-17	114	2.149	4.5
2026-01-17	127	5	2.49
2026-01-17	136	0.353	12.95
2026-01-17	55	1	2.99
2026-01-17	209	2	1.19
2026-01-17	43	7.531	1.79
2026-01-17	16	1.928	1.25
2026-01-17	190	4	3.15
2026-01-17	121	6.287	1.29
2026-01-17	41	5.849	1.85
2026-01-17	77	1	2.35
2026-01-17	93	2	3
2026-01-17	93	2	3
2026-01-17	75	3	1.59
2026-01-17	94	1.407	2.85
2026-01-17	39	1.812	3.99
2026-01-17	58	1.968	2.49
2026-01-17	89	6.608	0.79
2026-01-17	83	1.435	2.39
2026-01-17	50	1	3
2026-01-17	167	2	1.59
2026-01-17	189	1	3.15
2026-01-17	12	3.836	2.25
2026-01-17	24	1.723	1.19
2026-01-17	87	4	1.39
2026-01-17	27	1	2.59
2026-01-17	142	0.496	6.95
2026-01-17	146	0.654	14.39
2026-01-17	26	0.395	1.19
2026-01-17	91	9.058	0.69
2026-01-17	162	1	1.19
2026-01-17	49	1	3
2026-01-17	11	1.82	3.95
2026-01-17	21	1	0.99
2026-01-17	77	2	2.35
2026-01-17	85	1	1.49
2026-01-17	187	2.69	5.45
2026-01-17	227	1	1.69
2026-01-17	190	4	3.15
2026-01-17	113	0.031	4.25
2026-01-17	106	2.613	1.99
2026-01-17	78	4	1.09
2026-01-17	215	1	2.79
2026-01-17	101	1.043	3
2026-01-17	114	0.773	4.5
2026-01-17	38	2.862	1.89
2026-01-17	102	0.36	1.75
2026-01-17	198	0.529	1.19
2026-01-17	40	1	1.99
2026-01-17	224	1	0.99
2026-01-17	89	5.139	0.79
2026-01-17	39	0.697	3.99
2026-01-17	140	0.258	12.95
2026-01-17	73	3	1.49
2026-01-17	190	1	3.15
2026-01-17	8	1	2.25
2026-01-17	40	2	1.99
2026-01-17	187	1.072	5.45
2026-01-17	76	4	0.79
2026-01-17	33	5.805	1.59
2026-01-17	69	1	1.25
2026-01-17	186	1	2.25
2026-01-17	250	0.397	2.39
2026-01-17	93	2	3
2026-01-17	218	2	1.39
2026-01-17	38	4.434	1.89
2026-01-17	56	1	3.49
2026-01-17	100	0.58	2.69
2026-01-17	140	0.375	12.95
2026-01-17	197	2.596	2.25
2026-01-17	55	2	2.99
2026-01-17	39	1.16	3.99
2026-01-17	94	0.884	2.85
2026-01-17	54	1	2.59
2026-01-17	3	1	1.45
2026-01-17	75	2	1.59
2026-01-17	121	3.124	1.29
2026-01-17	33	1.679	1.59
2026-01-17	216	1	2.79
2026-01-17	144	0.495	5.39
2026-01-17	194	3.916	2.75
2026-01-17	44	6.029	1.75
2026-01-17	178	0.845	3.29
2026-01-17	135	0.563	12.95
2026-01-17	23	4	1.25
2026-01-17	175	1	1.59
2026-01-17	214	1	2.79
2026-01-17	201	1.015	1.95
2026-01-17	153	1	1.99
2026-01-17	93	3	3
2026-01-17	165	0.546	5
2026-01-17	118	0.233	4
2026-01-17	146	0.469	14.39
2026-01-17	95	1.841	2.39
2026-01-17	196	4	3.15
2026-01-17	124	8.419	1.55
2026-01-17	216	1	2.79
2026-01-17	165	0.51	5
2026-01-17	137	0.269	18.75
2026-01-17	227	1	1.69
2026-01-17	114	0.762	4.5
2026-01-17	43	2.587	1.79
2026-01-17	128	1	2.25
2026-01-17	196	1	3.15
2026-01-17	165	0.608	5
2026-01-17	11	0.8	3.95
2026-01-17	248	0.012	10.95
2026-01-17	43	2.173	1.79
2026-01-17	109	0.703	2.59
2026-01-17	18	2.037	1.35
2026-01-17	185	1	1.99
2026-01-17	48	1	1.99
2026-01-17	148	0.29	5.99
2026-01-17	211	4	1.15
2026-01-17	121	7.698	1.29
2026-01-17	28	5	2.85
2026-01-17	193	1	2.5
2026-01-17	195	1	2.25
2026-01-17	9	1	0.85
2026-01-17	84	1	1.59
2026-01-17	138	0.71	4.59
2026-01-17	114	0.487	4.5
2026-01-17	38	1.238	1.89
2026-01-17	137	0.296	18.75
2026-01-17	218	4	1.39
2026-01-17	207	2	1.29
2026-01-17	199	4.059	2.19
2026-01-17	166	3	2.45
2026-01-17	89	5.886	0.79
2026-01-17	105	2.446	1.75
2026-01-17	44	5.949	1.75
2026-01-17	52	8.081	0.99
2026-01-17	61	2	1.89
2026-01-17	9	2	0.85
2026-01-17	81	1	1.25
2026-01-17	185	1	1.99
2026-01-17	122	0.084	2.99
2026-01-17	106	2.543	1.99
2026-01-17	68	1	1.99
2026-01-17	138	0.586	4.59
2026-01-17	158	1	2.29
2026-01-17	89	6.557	0.79
2026-01-17	69	5	1.25
2026-01-17	125	2	2.35
2026-01-17	124	3.013	1.55
2026-01-17	12	0.551	2.25
2026-01-17	226	1	1.35
2026-01-17	74	1	2.35
2026-01-17	194	4.775	2.75
2026-01-17	138	0.593	4.59
2026-01-17	95	2.506	2.39
2026-01-17	209	1	1.19
2026-01-17	121	8.674	1.29
2026-01-17	30	5	1.89
2026-01-17	193	5	2.5
2026-01-17	103	1.826	2.19
2026-01-17	89	7.304	0.79
2026-01-17	17	1	1.69
2026-01-17	197	3.884	2.25
2026-01-17	4	7	1.05
2026-01-17	97	0.343	1.75
2026-01-17	52	4.242	0.99
2026-01-17	57	2	1.35
2026-01-17	18	4.007	1.35
2026-01-17	155	3	0.85
2026-01-17	114	0.596	4.5
2026-01-17	106	2.99	1.99
2026-01-17	138	0.625	4.59
2026-01-17	93	1	3
2026-01-17	93	2	3
2026-01-17	112	2.853	2.59
2026-01-17	111	3.714	1.75
2026-01-17	99	1.829	2.99
2026-01-17	47	0.41	3
2026-01-17	190	2	3.15
2026-01-17	53	1	2.59
2026-01-17	91	4.855	0.69
2026-01-17	197	1.671	2.25
2026-01-17	52	4.434	0.99
