fecha	producto_id	cantidad	pvp_original	pvp_demarca
2026-02-06	39	0.48	3.95	3.95
2026-02-06	39	0.39	3.95	3.95
2026-02-06	39	0.84	3.95	3.95
2026-02-06	39	0.45	3.95	3.95
2026-02-06	39	0.36	3.95	3.95
2026-02-06	41	0.54	2.35	0.5
2026-02-06	44	0.18	2.69	0.5
2026-02-06	68	1	1.95	0.9
2026-02-06	89	1.25	1.35	0.9
2026-02-06	93	1	3.99	0.5
2026-02-06	93	1	3.99	2
2026-02-06	95	0.86	1.75	0.5
2026-02-06	165	0.19	5.15	1
2026-02-06	165	0.21	5.15	1
2026-02-06	121	0.38	2.25	1
2026-02-06	121	0.34	2.25	0.5
2026-03-06	38	0.11	3.49	0.5
2026-03-06	88	0.43	2.19	0.5
2026-03-06	88	0.19	2.19	0.5
2026-03-06	20	1	1.09	0.5
2026-03-06	20	1	1.09	0.5
2026-03-06	41	0.38	2.35	0.5
2026-03-06	41	0.73	2.35	0.5
2026-03-06	42	2.76	2.19	0.5
2026-03-06	42	0.44	2.19	0.5
2026-03-06	42	1.05	2.19	0.5
2026-03-06	66	1	1.59	0.6
2026-03-06	128	1	2.25	1.58
2026-03-06	128	1	2.25	1.58
2026-03-06	128	1	2.25	1.58
2026-03-06	128	1	2.25	1.58
2026-03-06	214	1	2.79	1.95
2026-03-06	214	1	2.79	1.4
2026-03-06	213	1	2.85	2
2026-03-06	213	1	2.85	2
2026-03-06	213	1	2.85	2
2026-03-06	213	1	2.85	2
2026-03-06	213	1	2.85	2
2026-03-06	213	1	2.85	2
2026-03-06	213	1	2.85	2
2026-03-06	98	0.29	2.49	0.5
2026-03-06	127	1	2.75	1.93
2026-03-06	127	1	2.75	1.93
2026-03-06	127	1	2.75	1.93
2026-03-06	127	1	2.75	1.93
2026-03-06	127	1	2.75	1.93
2026-03-06	127	1	2.75	1.93
2026-03-06	127	1	2.75	0.5
2026-03-06	32	0.84	2.65	0.5
2026-03-06	32	0.97	2.65	0.5
2026-03-06	57	1	1.35	0.68
2026-03-06	216	1	2.79	1.95
2026-03-06	216	1	2.79	1.95
2026-03-06	65	1	1.45	0.73
2026-03-06	61	1	1.89	0.95
2026-04-06	31	0.45	5.69	1
2026-04-06	31	0.41	5.69	1
2026-04-06	39	0.32	3.45	2
2026-04-06	42	0.78	2.15	0.5
2026-04-06	52	0.62	1.25	0.5
2026-04-06	52	0.39	1.25	0.99
2026-04-06	52	1.91	1.25	0.5
2026-04-06	52	2.1	1.25	0.5
2026-04-06	52	0.83	1.25	0.5
2026-04-06	93	1	1.95	0.98
2026-04-06	93	1	1.95	0.98
2026-04-06	93	1	1.95	0.98
2026-04-06	93	1	1.95	0.98
2026-04-06	93	1	1.95	0.98
2026-04-06	93	1	1.95	0.98
2026-04-06	93	1	1.95	0.98
2026-04-06	93	1	1.95	1
2026-04-06	128	1	2.25	1.13
2026-04-06	128	1	2.25	1.13
2026-04-06	185	1.46	1.69	1
2026-04-06	187	0.43	4.49	1
2026-04-06	195	1	3.59	1.5
2026-04-06	195	2	3.59	0.5
2026-04-06	198	1	1	0.5
2026-04-06	211	1	1.15	0.58
2026-04-06	219	1	0.99	0.5
2026-04-06	219	1	0.99	0.5
2026-04-06	219	1	0.99	0.5
2026-04-06	219	1	0.99	0.5
2026-04-06	219	1	0.99	0.5
2026-04-06	219	1	0.99	0.5
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	207	1	1.29	0.65
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.55
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.6
2026-04-06	209	1	1.19	0.55
2026-04-06	214	1	2.79	1.4
2026-04-06	214	1	2.79	1.4
2026-04-06	214	1	2.79	1.4
2026-04-06	214	1	2.79	1.4
2026-04-06	214	1	2.79	1.4
2026-04-06	215	1	2.79	1.4
2026-04-06	215	1	2.79	1.4
2026-04-06	215	1	2.79	1.4
2026-04-06	95	1.02	1.75	0.5
2026-04-06	95	1.02	1.75	0.5
2026-04-06	95	0.83	1.75	0.5
2026-04-06	95	0.63	1.75	1.59
2026-04-06	95	0.6	1.75	1.59
2026-04-06	127	1	2.75	1.38
2026-04-06	127	1	2.75	1.38
2026-04-06	127	1	2.75	1.38
2026-04-06	127	1	2.75	1.38
2026-04-06	127	1	2.75	1.38
2026-04-06	11	0.85	1.75	0.5
2026-04-06	11	0.36	1.75	0.5
2026-04-06	110	1	3.35	2.35
2026-04-06	110	1	3.35	2.35
2026-04-06	110	1	3.35	2.16
2026-04-06	121	0.31	2.29	1.95
2026-04-06	121	0.54	2.29	1.95
2026-04-06	121	0.93	2.29	1.95
2026-04-06	121	0.58	2.29	1.95
2026-04-06	218	1	1.39	0.7
2026-04-06	218	1	1.39	0.64
2026-04-06	218	1	1.39	0.64
2026-04-06	218	1	1.39	0.64
2026-04-06	218	1	1.39	0.64
2026-04-06	218	1	1.39	0.64
2026-04-06	96	0.57	2.49	1
2026-04-06	96	0.8	2.49	1
2026-05-06	44	1.59	2.79	0.5
2026-05-06	44	0.28	2.79	0.5
2026-05-06	8	2	1.99	0.5
2026-05-06	52	0.71	0.99	0.5
2026-05-06	219	1	0.99	0.5
2026-05-06	219	1	0.99	0.5
2026-05-06	219	1	0.99	0.5
2026-05-06	95	0.93	1.59	0.5
2026-05-06	11	0.47	1.59	0.5
2026-05-06	218	1	1.39	0.97
2026-05-06	218	1	1.39	0.97
2026-05-06	218	1	1.39	0.97
2026-05-06	46	0.55	3.25	0.5
2026-06-06	39	0.5	1.99	0.5
2026-06-06	43	0.14	2.19	1
2026-06-06	94	0.22	2.85	0.5
2026-06-06	103	0.53	2.99	1
2026-06-06	103	1.28	2.99	1
2026-06-06	103	0.97	2.99	1
2026-06-06	103	0.18	2.99	0.5
2026-06-06	111	0.98	2.99	0.5
2026-06-06	105	0.64	3.99	0.5
2026-06-06	101	0.15	2.69	0.5
2026-06-06	101	0.16	2.69	0.5
2026-06-06	121	0.16	2.75	0.5
2026-06-06	35	1	0.75	0.56
2026-07-06	18	0.47	1.79	1.85
2026-07-06	39	0.48	2.99	1
2026-07-06	42	0.13	1.99	0.46
2026-07-06	42	0.71	1.99	0.5
2026-07-06	43	0.65	1.95	1.75
2026-07-06	43	0.42	1.95	1.75
2026-07-06	44	2.06	1.45	0.5
2026-07-06	44	0.52	1.45	0.5
2026-07-06	44	1.99	1.45	0.5
2026-07-06	44	1.49	1.45	0.5
2026-07-06	66	1	1.59	0.8
2026-07-06	66	1	1.59	0.8
2026-07-06	66	1	1.59	0.8
2026-07-06	66	1	1.59	0.8
2026-07-06	66	1	1.59	0.8
2026-07-06	75	1	1.59	0.8
2026-07-06	75	1	1.59	0.8
2026-07-06	75	1	1.59	0.8
2026-07-06	75	1	1.59	0.8
2026-07-06	124	0.44	1.55	0.5
2026-07-06	124	1.17	1.55	0.5
2026-07-06	124	1.93	1.55	0.5
2026-07-06	114	1.09	5.49	1.8
2026-07-06	114	0.49	5.49	3
2026-07-06	197	0.27	1.99	1.55
2026-07-06	197	0.52	1.99	1.55
2026-07-06	197	0.55	1.99	1.55
2026-07-06	197	0.52	1.99	1.55
2026-07-06	197	1.43	1.99	1.55
2026-07-06	199	2.01	3.89	0.8
2026-07-06	207	1	1.29	0.65
2026-07-06	207	1	1.29	0.65
2026-07-06	207	1	1.29	0.65
2026-07-06	209	1	1.19	0.6
2026-07-06	209	1	1.19	0.6
2026-07-06	121	1.01	1.99	1
2026-07-06	121	0.96	1.99	0.6
2026-07-06	125	1	2.99	1.5
2026-07-06	125	1	2.99	1.5
2026-07-06	125	1	2.99	1.5
2026-07-06	125	1	2.99	1.5
2026-07-06	48	1	1.99	1.49
2026-07-06	48	1	1.99	1.49
2026-07-06	48	1	1.99	1.49
2026-07-06	50	1	2.95	1.48
2026-07-06	50	1	2.95	1.48
2026-07-06	50	1	2.95	1.48
2026-01-07	28	1	2.85	0.5
2026-01-07	28	2	2.85	0.5
2026-01-07	28	2	2.85	1
2026-01-07	28	2	2.85	0.5
2026-01-07	31	0.57	5.69	1
2026-01-07	31	0.36	5.69	1
2026-01-07	31	0.15	5.69	2
2026-01-07	20	1	1.09	0.48
2026-01-07	68	1	1.95	0.5
2026-01-07	97	0.17	1.85	0.5
2026-01-07	128	1	2.85	0.5
2026-01-07	128	1	2.85	0.5
2026-01-07	117	0.17	2.65	0.5
2026-01-07	197	0.72	1.65	0.5
2026-01-07	197	1.05	1.65	0.5
2026-01-07	167	1	1.29	0.5
2026-01-07	101	0.62	2.85	0.5
2026-01-07	101	0.16	2.85	0.5
2026-01-07	121	1.57	1.99	0.8
2026-01-07	121	0.81	1.99	0.5
2026-01-07	121	1.46	1.99	0.7
2026-01-07	121	0.61	1.99	1
2026-01-07	60	1	2.89	1.45
2026-02-07	12	1.55	3.95	3.95
2026-02-07	12	0.73	3.95	3.95
2026-02-07	12	0.32	3.95	3.95
2026-02-07	12	1.05	3.95	3.95
2026-02-07	12	0.43	3.95	3.95
2026-02-07	28	1	2.85	1.5
2026-02-07	33	0.44	2.99	2.99
2026-02-07	33	0.39	2.99	2.99
2026-02-07	33	0.29	2.99	2.99
2026-02-07	33	0.5	2.99	2.99
2026-02-07	33	0.36	2.99	2.99
2026-02-07	33	0.35	2.99	2.99
2026-02-07	33	0.32	2.99	2.99
2026-02-07	33	0.37	2.99	2.99
2026-02-07	38	0.19	3.45	3.45
2026-02-07	38	0.2	3.45	3.45
2026-02-07	38	0.39	3.45	3.45
2026-02-07	38	0.38	3.45	3.45
2026-02-07	38	0.14	3.45	3.45
2026-02-07	38	0.22	3.45	3.45
2026-02-07	38	0.27	3.45	3.45
2026-02-07	38	0.36	3.45	3.45
2026-02-07	38	0.28	3.45	3.45
2026-02-07	38	0.46	3.45	3.45
2026-02-07	38	0.13	3.45	3.45
2026-02-07	38	0.24	3.45	3.45
2026-02-07	38	0.13	3.45	3.45
2026-02-07	38	0.33	3.45	3.45
2026-02-07	38	0.19	3.45	3.45
2026-02-07	38	0.37	3.45	3.45
2026-02-07	38	0.23	3.45	3.45
2026-02-07	39	0.39	3.95	3.95
2026-02-07	39	0.78	3.95	3.95
2026-02-07	39	0.41	3.95	3.95
2026-02-07	39	0.27	3.95	3.95
2026-02-07	39	0.42	3.95	3.95
2026-02-07	39	0.46	3.95	3.95
2026-02-07	39	0.48	3.95	3.95
2026-02-07	39	0.74	3.95	0.5
2026-02-07	39	0.35	3.95	3.95
2026-02-07	42	0.59	1.95	0.5
2026-02-07	8	1	2.15	0.6
2026-02-07	83	0.65	2.25	0.5
2026-02-07	94	0.25	2.69	0.5
2026-02-07	197	1.03	1.35	0.5
2026-02-07	98	0.55	2.29	1
2026-02-07	96	0.38	2.65	1
2026-03-07	38	0.13	3.49	0.5
2026-03-07	43	1.03	1.75	0.5
2026-03-07	44	0.58	3.15	0.5
2026-03-07	52	1.19	1.05	0.5
2026-03-07	99	0.23	2.95	0.5
2026-03-07	99	0.54	2.95	0.6
2026-03-07	109	0.63	2.95	2
2026-03-07	128	1	2.25	1.58
2026-03-07	185	1.38	1.95	0.7
2026-03-07	214	1	2.79	1.79
2026-03-07	11	0.54	2.35	0.5
2026-03-07	101	0.15	2.79	0.5
2026-03-07	121	0.51	1.99	0.8
2026-03-07	216	1	2.79	1.79
2026-03-07	216	1	2.79	1.95
2026-03-07	186	1	2.25	1.58
2026-03-07	186	1	2.25	1.58
2026-03-07	186	1	2.25	1.58
2026-04-07	52	1.11	1.25	0.5
2026-04-07	94	0.23	2.69	1
2026-04-07	89	2.47	2.25	0.5
2026-04-07	89	0.98	2.25	1
2026-04-07	89	1.11	2.25	1
2026-04-07	128	1	2.25	1.13
2026-04-07	185	1.58	1.69	0.5
2026-04-07	187	0.54	4.49	1
2026-04-07	196	2	2.35	0.5
2026-04-07	194	0.58	2.49	0.5
2026-04-07	209	1	1.19	0.6
2026-04-07	209	1	1.19	0.6
2026-04-07	127	1	2.75	1.38
2026-04-07	127	1	2.75	1.38
2026-04-07	127	1	2.75	1.38
2026-04-07	127	1	2.75	1.38
2026-04-07	127	1	2.75	1.38
2026-04-07	127	1	2.75	1.38
2026-04-07	127	1	2.75	1.38
2026-04-07	110	1	3.35	2.35
2026-04-07	35	1	0.99	0.79
2026-04-07	35	1	0.99	0.79
2026-04-07	35	1	0.99	0.79
2026-04-07	35	1	0.99	0.79
2026-04-07	35	1	0.99	0.79
2026-04-07	35	1	0.99	0.79
2026-04-07	35	1	0.99	0.79
2026-04-07	48	1	1.99	1.69
2026-04-07	48	1	1.99	1.69
2026-04-07	48	1	1.99	1.69
2026-04-07	48	1	1.99	1.69
2026-04-07	49	1	1.99	1.69
2026-04-07	49	1	1.99	1.69
2026-05-07	73	2	1.85	0.5
2026-05-07	82	1	1.05	0.5
2026-05-07	82	1	1.05	0.8
2026-05-07	219	1	0.99	0.5
2026-05-07	215	1	2.79	0.5
2026-05-07	87	2	1.59	0.5
2026-05-07	11	0.72	1.35	0.8
2026-05-07	218	1	1.39	0.64
2026-05-07	218	1	1.39	0.64
2026-05-07	218	1	1.39	0.64
2026-05-07	60	1	2.75	1.38
2026-05-07	60	1	2.75	1.38
2026-05-07	35	1	0.79	0.63
2026-05-07	50	1	2.69	1.88
2026-05-07	50	1	2.69	1.88
2026-07-07	52	0.96	1.25	0.5
2026-07-07	66	1	1.59	1.19
2026-07-07	66	1	1.59	1.19
2026-07-07	66	1	1.59	1.19
2026-07-07	66	1	1.59	1.19
2026-07-07	75	1	1.59	0.8
2026-07-07	75	1	1.59	0.8
2026-07-07	75	1	1.59	0.8
2026-07-07	124	1.71	1.55	0.5
2026-07-07	124	0.31	1.55	0.5
2026-07-07	187	0.24	5.49	1
2026-07-07	197	1.43	1.99	0.5
2026-07-07	197	0.25	1.99	1.55
2026-07-07	121	1.28	1.99	0.5
2026-07-07	50	1	2.95	1.48
2026-01-08	12	0.36	3.99	0.5
2026-01-08	39	0.31	4.35	1
2026-01-08	194	0.79	2.35	0.5
2026-01-08	165	0.18	4.25	1
2026-01-08	165	0.41	4.25	1
2026-01-08	101	0.14	2.85	0.5
2026-01-08	121	0.99	1.99	1
2026-04-08	38	0.13	3.99	1
2026-04-08	41	0.49	2.35	0.5
2026-04-08	42	0.59	2.15	0.5
2026-04-08	42	0.77	2.15	0.8
2026-04-08	52	0.24	1.25	0.5
2026-04-08	75	1	1.59	0.5
2026-04-08	94	0.51	2.69	0.5
2026-04-08	99	0.27	2.99	1
2026-04-08	185	0.71	1.69	1
2026-04-08	187	0.53	4.49	1
2026-04-08	199	0.48	2.15	0.5
2026-04-08	198	1	1	0.5
2026-04-08	198	2	1	0.25
2026-04-08	201	2.23	1.59	0.8
2026-04-08	98	0.59	2.25	0.8
2026-04-08	87	1	1.59	0.6
2026-04-08	87	2	1.59	0.4
2026-04-08	87	1	1.59	0.5
2026-04-08	127	1	2.75	1.38
2026-04-08	127	1	2.75	1.38
2026-04-08	127	1	2.75	1.38
2026-04-08	121	0.26	2.29	1
2026-04-08	121	0.62	2.29	1.2
2026-04-08	121	0.99	2.29	0.5
2026-04-08	121	0.92	2.29	1
2026-04-08	40	1	2.85	1.43
2026-04-08	60	1	2.75	1.93
2026-04-08	60	1	2.75	1.93
2026-04-08	65	1	1.45	1.02
2026-04-08	65	1	1.45	1.02
2026-04-08	65	1	1.45	1.02
2026-04-08	65	1	1.45	1.02
2026-04-08	65	1	1.45	1.02
2026-04-08	65	1	1.45	1.02
2026-04-08	61	1	1.89	1.32
2026-04-08	61	1	1.89	1.32
2026-04-08	61	1	1.89	1.32
2026-04-08	96	0.54	2.49	1
2026-04-08	96	0.28	2.49	0.5
2026-04-08	48	1	1.99	1.39
2026-04-08	48	1	1.99	1.39
2026-04-08	48	1	1.99	1.39
2026-04-08	48	1	1.99	1.28
2026-04-08	49	1	1.99	1.39
2026-04-08	50	1	2.99	1.92
2026-04-08	50	1	2.99	1.92
2026-04-08	50	1	2.99	1.92
2026-04-08	50	1	2.99	2.09
2026-04-08	50	1	2.99	2.09
2026-04-08	50	1	2.99	2.09
2026-05-08	39	0.77	3.55	1
2026-05-08	44	0.58	2.49	2.65
2026-05-08	44	0.85	2.49	2.65
2026-05-08	44	1.05	2.49	2.65
2026-05-08	103	0.25	2.99	0.5
2026-05-08	197	0.23	1.59	0.5
2026-05-08	165	0.19	5.45	1
2026-05-08	101	0.18	2.69	0.5
2026-05-08	121	0.89	2.95	1
2026-05-08	121	0.5	2.95	1
2026-05-08	121	0.57	2.95	1
2026-05-08	190	1	3.79	1.9
2026-05-08	35	1	0.79	0.63
2026-05-08	35	1	0.79	0.58
2026-05-08	35	1	0.79	0.63
2026-05-08	50	1	2.69	1.73
2026-06-08	12	0.48	1.75	0.5
2026-06-08	18	0.11	1.45	0.5
2026-06-08	41	0.27	1.75	1
2026-06-08	42	0.56	1.99	0.5
2026-06-08	52	0.66	1.35	0.5
2026-06-08	69	1	1.25	0.5
2026-06-08	75	1	1.59	0.5
2026-06-08	103	1.03	2.99	1
2026-06-08	107	0.49	3.55	1
2026-06-08	124	0.87	1.55	0.5
2026-06-08	155	1	0.85	0.64
2026-06-08	178	0.83	3.45	1
2026-06-08	95	0.58	1.79	0.5
2026-06-08	105	0.36	3.89	1
2026-06-08	11	0.37	2.39	1
2026-06-08	112	0.63	3.29	1
2026-06-08	112	0.49	3.29	1
2026-06-08	121	0.93	2.45	1
2026-06-08	121	0.46	2.45	0.5
2026-06-08	218	1	1.39	0.7
2026-06-08	218	1	1.39	0.7
2026-06-08	65	1	1.45	0.73
2026-06-08	65	1	1.45	0.73
2026-06-08	49	1	1.75	0.88
2026-07-08	12	0.31	1.99	2.15
2026-07-08	12	0.85	1.99	2.15
2026-07-08	18	0.34	1.79	1
2026-07-08	38	0.32	2.89	2.35
2026-07-08	44	0.68	1.45	1
2026-07-08	44	0.48	1.45	0.5
2026-07-08	66	1	1.59	0.9
2026-07-08	66	1	1.59	1.19
2026-07-08	114	1.23	5.49	1
2026-07-08	114	0.96	5.49	3
2026-07-08	114	0.61	5.49	3
2026-07-08	197	1.85	1.99	0.8
2026-07-08	167	2	1.49	0.5
2026-07-08	167	1	1.49	0.5
2026-07-08	167	2	1.49	0.5
2026-07-08	167	1	1.49	0.5
2026-07-08	167	2	1.49	0.5
2026-07-08	121	0.25	1.99	1
2026-01-09	18	0.37	3.59	1.49
2026-01-09	18	0.35	3.59	1.49
2026-01-09	18	0.39	3.59	1.49
2026-01-09	18	0.41	3.59	1.49
2026-01-09	18	0.37	3.59	1.49
2026-01-09	18	0.41	3.59	1.49
2026-01-09	18	1.75	3.59	1.49
2026-01-09	18	0.86	3.59	1.49
2026-01-09	18	0.39	3.59	1.49
2026-01-09	18	0.85	3.59	1.49
2026-01-09	4	1	0.95	0.4
2026-01-09	38	0.46	3.99	0.5
2026-01-09	39	0.39	4.35	2
2026-01-09	39	0.43	4.35	0.5
2026-01-09	52	0.85	0.95	0.5
2026-01-09	69	1	1.29	0.5
2026-01-09	97	1.43	1.85	0.5
2026-01-09	197	1.01	1.65	0.46
2026-01-09	197	1.85	1.65	0.46
2026-01-09	197	1.1	1.65	0.5
2026-01-09	197	1.46	1.65	0.5
2026-01-09	197	2.8	1.65	0.5
2026-01-09	197	1.92	1.65	0.5
2026-01-09	197	0.49	1.65	0.5
2026-01-09	201	0.67	1.45	0.5
2026-01-09	219	1	0.95	0.48
2026-01-09	219	1	0.95	0.48
2026-01-09	208	1	0.95	0.48
2026-01-09	59	1.08	4.55	2.5
2026-01-09	100	0.72	2.59	1.5
2026-01-09	11	2.39	3.25	2.85
2026-01-09	11	0.42	3.25	2.85
2026-01-09	11	0.74	3.25	2.85
2026-01-09	11	0.54	3.25	2.85
2026-01-09	11	0.88	3.25	2.85
2026-01-09	11	0.62	3.25	2.85
2026-01-09	11	0.72	3.25	2.85
2026-01-09	11	0.74	3.25	2.85
2026-01-09	11	1.41	3.25	2.85
2026-01-09	11	0.92	3.25	2.85
2026-01-09	165	0.46	4.25	1
2026-01-09	48	1.22	4.49	3.99
2026-01-09	48	0.2	4.49	3.99
2026-01-09	48	0.41	4.49	3.99
2026-01-09	48	0.41	4.49	3.99
2026-01-09	48	0.79	4.49	3.99
2026-01-09	48	0.42	4.49	3.99
2026-01-09	48	0.64	4.49	3.99
2026-02-09	12	0.36	3.95	3.95
2026-02-09	12	0.71	3.95	3.95
2026-02-09	12	0.79	3.95	3.95
2026-02-09	12	0.39	3.95	3.63
2026-02-09	12	0.64	3.95	3.95
2026-02-09	12	0.34	3.95	3.95
2026-02-09	12	1.34	3.95	3.95
2026-02-09	31	0.16	5.69	1
2026-02-09	33	0.72	2.99	2.99
2026-02-09	33	0.8	2.99	2.99
2026-02-09	33	0.66	2.99	2.99
2026-02-09	33	0.44	2.99	2.75
2026-02-09	33	0.39	2.99	2.99
2026-02-09	33	0.46	2.99	2.99
2026-02-09	33	0.36	2.99	2.99
2026-02-09	38	0.47	3.45	3.45
2026-02-09	38	0.39	3.45	3.45
2026-02-09	38	0.08	3.45	3.45
2026-02-09	38	0.14	3.45	3.45
2026-02-09	38	0.22	3.45	3.45
2026-02-09	38	0.11	3.45	3.45
2026-02-09	38	0.18	3.45	3.45
2026-02-09	38	0.09	3.45	3.45
2026-02-09	38	0.35	3.45	3.45
2026-02-09	38	0.2	3.45	3.45
2026-02-09	38	0.25	3.45	3.45
2026-02-09	38	0.18	3.45	3.45
2026-02-09	38	0.09	3.45	3.45
2026-02-09	38	0.09	3.45	3.45
2026-02-09	38	0.32	3.45	3.45
2026-02-09	38	0.24	3.45	3.45
2026-02-09	38	0.16	3.45	3.45
2026-02-09	39	1.59	3.95	3.95
2026-02-09	39	0.25	3.95	3.95
2026-02-09	39	0.93	3.95	3.95
2026-02-09	39	0.24	3.95	3.95
2026-02-09	39	0.27	3.95	3.95
2026-02-09	39	0.38	3.95	3.95
2026-02-09	39	0.3	3.95	3.95
2026-02-09	39	0.42	3.95	3.95
2026-02-09	42	0.8	2.15	1.95
2026-02-09	42	0.23	2.15	1.95
2026-02-09	42	0.85	2.15	1.95
2026-02-09	42	0.94	2.15	1.79
2026-02-09	42	0.51	2.15	1.95
2026-02-09	42	0.92	2.15	1.95
2026-02-09	42	2.46	2.15	0.5
2026-02-09	42	0.22	2.15	1.79
2026-02-09	42	0.79	2.15	1.95
2026-02-09	42	0.38	2.15	1.95
2026-02-09	43	0.26	2.29	2.49
2026-02-09	43	1.03	2.29	2.39
2026-02-09	43	0.75	2.29	2.49
2026-02-09	43	0.28	2.29	2.49
2026-02-09	43	1.1	2.29	2.29
2026-02-09	43	0.58	2.29	2.49
2026-02-09	43	0.27	2.29	2.49
2026-02-09	43	0.7	2.29	2.49
2026-02-09	43	0.38	2.29	2.49
2026-02-09	43	0.44	2.29	2.49
2026-02-09	75	1	1.55	0.78
2026-02-09	94	0.49	2.69	0.5
2026-02-09	103	0.5	3.15	0.5
2026-02-09	89	1.28	1.35	0.7
2026-02-09	89	1.11	1.35	0.7
2026-02-09	93	1	3.95	1.98
2026-02-09	93	1	3.95	1.98
2026-02-09	93	1	3.95	1.98
2026-02-09	93	1	3.95	1.98
2026-02-09	93	1	3.95	1.98
2026-02-09	93	1	3.95	0.7
2026-02-09	93	1	3.95	1.98
2026-02-09	93	1	3.95	1.98
2026-02-09	93	1	3.95	1.98
2026-02-09	187	0.22	4.79	0.5
2026-02-09	196	1	2.49	1.5
2026-02-09	199	0.36	2.15	1.99
2026-02-09	199	1.27	2.15	1.99
2026-02-09	199	0.36	2.15	1.99
2026-02-09	199	0.16	2.15	1.99
2026-02-09	199	0.81	2.15	1.99
2026-02-09	199	0.32	2.15	1.99
2026-02-09	199	0.15	2.15	1.99
2026-02-09	84	2	1.65	0.5
2026-02-09	98	0.55	2.45	2.29
2026-02-09	98	0.53	2.45	2.29
2026-02-09	165	0.28	5.15	0.5
2026-02-09	57	1	1.35	0.68
2026-02-09	57	1	1.35	0.68
2026-02-09	217	1	1.59	0.74
2026-02-09	217	1	1.59	0.8
2026-03-09	2	1	1.39	0.5
2026-03-09	18	1.01	2.45	1.99
2026-03-09	8	1	1.45	0.3
2026-03-09	33	0.31	3.49	0.5
2026-03-09	33	0.95	3.49	0.8
2026-03-09	33	0.48	3.49	1
2026-03-09	38	0.19	4.15	3.49
2026-03-09	39	0.43	4.25	1
2026-03-09	42	0.35	2.19	0.5
2026-03-09	44	0.49	3.25	3.15
2026-03-09	70	1	2.19	1.1
2026-03-09	70	1	2.19	0.5
2026-03-09	83	1.09	2.25	0.5
2026-03-09	94	0.47	2.69	0.5
2026-03-09	93	1	3.59	2
2026-03-09	93	1	3.59	2
2026-03-09	93	1	3.59	2
2026-03-09	109	1.76	2.95	1
2026-03-09	128	1	2.25	1.13
2026-03-09	118	0.52	4.49	2
2026-03-09	170	1	1.49	0.75
2026-03-09	196	1	2.49	1
2026-03-09	195	1	3.65	1
2026-03-09	207	1	1.29	0.65
2026-03-09	207	1	1.29	0.65
2026-03-09	127	1	2.75	1.93
2026-03-09	127	1	2.75	1
2026-03-09	121	0.11	1.99	0.5
2026-03-09	121	0.95	1.99	1
2026-03-09	57	1	1.35	0.5
2026-03-09	35	1	1.39	0.97
2026-03-09	35	1	1.39	0.97
2026-03-09	35	1	1.39	0.97
2026-03-09	35	1	1.39	0.97
2026-03-09	186	1	2.25	1.04
2026-03-09	186	1	2.25	1.13
2026-03-09	186	1	2.25	1.04
2026-04-09	18	0.15	1.99	1
2026-04-09	94	0.24	2.69	1
2026-04-09	187	0.54	3.99	1
2026-04-09	213	1	2.85	2.28
2026-04-09	213	1	2.85	2.28
2026-04-09	213	1	2.85	2.28
2026-04-09	121	0.27	2.29	0.5
2026-04-09	121	0.09	2.29	0.5
2026-04-09	60	1	2.75	1.93
2026-04-09	62	1	1.85	1.3
2026-04-09	96	1.89	2.79	1
2026-04-09	48	1	1.99	1.39
2026-04-09	49	1	1.99	1.39
2026-04-09	49	1	1.99	1.39
2026-05-09	39	0.46	3.55	0.8
2026-05-09	20	1	1.09	0.5
2026-05-09	42	0.41	2.15	0.96
2026-05-09	42	0.79	2.15	0.5
2026-05-09	68	1	1.99	0.4
2026-05-09	69	1	1.25	0.5
2026-05-09	69	1	1.25	0.5
2026-05-09	76	1	0.99	0.4
2026-05-09	82	1	1.05	0.5
2026-05-09	124	0.45	1.55	1
2026-05-09	185	1.57	1.89	0.5
2026-05-09	197	1.14	1.59	0.8
2026-05-09	219	1	0.99	0.5
2026-05-09	219	1	0.99	0.5
2026-05-09	219	1	0.99	0.5
2026-05-09	209	1	1.19	0.6
2026-05-09	127	1	3.25	1.63
2026-05-09	127	1	3.25	1.63
2026-05-09	127	1	3.25	1.63
2026-05-09	32	1.34	1.99	1
2026-05-09	121	1.05	2.95	0.8
2026-05-09	35	1	0.79	0.4
2026-05-09	35	1	0.79	0.4
2026-05-09	50	1	2.69	1.35
2026-05-09	50	1	2.69	1.35
