fecha	producto_id	cantidad	coste_unitario
2026-07-14	207	1	0.94
2026-07-14	95	0.18	1.33
2026-07-14	236	1	2.05
2026-07-14	167	3	1.06
2026-01-15	41	0.68	1.67
2026-01-15	44	0.11	2.31
2026-01-15	28	1	2.13
2026-01-15	42	0.63	1.66
2026-01-15	199	0.13	1.61
2026-01-15	128	1	1.73
2026-01-15	178	0.38	2.54
2026-01-15	16	0.51	0.87
2026-04-15	33	0.35	1.27
2026-04-15	58	0.36	1.9
2026-04-15	121	1.5	1.85
2026-04-15	48	1	1.72
2026-04-15	48	1	1.72
2026-04-15	60	4	2.02
2026-04-15	62	1	1.35
2026-04-15	175	1	1.1
2026-04-15	186	1	1.66
2026-04-15	35	1	0.75
2026-04-15	62	1	1.35
2026-04-15	62	1	1.35
2026-05-15	42	0.1	1.5
2026-05-15	33	0.17	1.16
2026-05-15	42	0.45	1.5
2026-05-15	112	0.29	2.95
2026-05-15	219	2	0.71
2026-05-15	101	0.19	2.14
2026-05-15	42	0.61	1.5
2026-05-15	112	0.22	2.95
2026-05-15	121	0.09	2
2026-05-15	185	1.51	1.44
2026-05-15	38	0.14	1.62
2026-05-15	65	1	1.04
2026-05-15	216	1	2
2026-06-15	199	0.23	2.39
2026-06-15	201	0.87	1.27
2026-06-15	28	1	1.85
2026-06-15	112	0.08	2.43
2026-06-15	42	0.12	1.27
2026-06-15	187	0.09	4.22
2026-06-15	52	0.05	1.04
2026-06-15	111	0.13	2.43
2026-06-15	201	0.28	1.27
2026-06-15	106	0.18	2.45
2026-06-15	197	0.28	1.15
2026-07-15	12	0.37	1.33
2026-07-15	11	0.3	3.23
2026-07-15	208	1	0.66
2026-07-15	95	0.17	1.33
2026-07-15	100	0.19	1.96
2026-01-16	42	0.21	1.66
2026-01-16	97	0.37	1.38
2026-01-16	42	0.24	1.66
2026-01-16	166	1	1.73
2026-01-16	41	0.27	1.67
2026-02-16	93	1	3.06
2026-02-16	42	0.2	1.48
2026-02-16	197	0.38	1
2026-02-16	38	0.31	2.94
2026-02-16	165	0.21	3.81
2026-02-16	102	0.2	1.61
2026-02-16	42	0.71	1.48
2026-02-16	41	0.35	1.73
2026-02-16	48	0.51	3.44
2026-02-16	124	0.51	1.15
2026-02-16	121	0.44	1.53
2026-02-16	52	0.43	0.7
2026-02-16	93	1	3.06
2026-02-16	121	0.3	1.53
2026-03-16	98	0.24	1.61
2026-03-16	127	3	1.79
2026-03-16	124	0.91	1.15
2026-03-16	198	1	0.75
2026-03-16	124	0.23	1.15
2026-03-16	8	1	1.68
2026-03-16	98	0.29	1.61
2026-03-16	41	0.23	1.73
2026-03-16	121	0.11	1.67
2026-03-16	18	0.25	2.11
2026-03-16	96	0.54	2.02
2026-03-16	121	0.38	1.67
2026-03-16	83	0.3	1.64
2026-03-16	197	0.55	1.06
2026-03-16	39	0.46	3.07
2026-03-16	124	0.17	1.15
2026-04-16	99	0.27	2.2
2026-04-16	42	0.13	1.49
2026-04-16	87	1	1.16
2026-04-16	199	0.22	2.31
2026-05-16	49	1	1.56
2026-05-16	44	0.07	1.68
2026-05-16	197	0.33	1.16
2026-05-16	82	1	0.73
2026-05-16	165	0.66	4.05
2026-05-16	42	0.55	1.5
2026-05-16	41	0.5	1.96
2026-05-16	33	0.14	1.16
2026-05-16	38	0.39	1.62
2026-05-16	42	0.1	1.5
2026-05-16	112	0.21	2.95
2026-05-16	46	0.12	2.19
2026-05-16	42	0.12	1.5
2026-05-16	42	0.08	1.5
2026-05-16	42	0.14	1.5
2026-05-16	16	1.52	0.98
2026-05-16	42	0.95	1.5
2026-05-16	44	1.04	1.68
2026-05-16	38	0.19	1.62
2026-06-16	111	0.1	2.43
2026-06-16	111	0.14	2.43
2026-06-16	43	0.1	1.33
2026-06-16	107	0.15	2.43
2026-06-16	167	1	1.05
2026-06-16	208	4	0.66
2026-06-16	207	2	0.94
2026-06-16	121	0.31	1.9
2026-06-16	124	0.1	1.15
2026-06-16	42	0.41	1.27
2026-01-17	41	0.72	1.67
2026-01-17	167	1	1.02
2026-01-17	42	0.24	1.66
2026-01-17	102	0.15	1.61
2026-01-17	194	0.39	1.84
2026-01-17	121	0.16	1.5
2026-01-17	43	0.16	1.53
2026-02-17	44	0.6	1.78
2026-02-17	94	0.24	1.97
2026-02-17	121	0.56	1.53
2026-02-17	83	1.12	1.64
2026-02-17	3	1	1.03
2026-02-17	124	0.3	1.15
2026-02-17	93	1	3.06
2026-02-17	41	0.42	1.73
2026-02-17	98	0.28	1.84
2026-02-17	38	0.48	2.94
2026-02-17	206	2	1.36
2026-02-17	60	1	2.13
2026-04-17	58	0.49	1.9
2026-04-17	124	0.74	1.15
2026-04-17	33	0.21	1.27
2026-04-17	194	0.33	2.33
2026-04-17	42	0.39	1.49
2026-04-17	42	0.17	1.49
2026-04-17	58	0.32	1.9
2026-04-17	58	0.3	1.9
2026-04-17	26	0.56	0.93
2026-04-17	128	4	1.72
2026-04-17	35	3	0.75
2026-04-17	48	1	1.72
2026-06-17	23	1	0.94
2026-06-17	219	4	0.71
2026-06-17	91	0.42	0.95
2026-06-17	91	6.08	0.95
2026-06-17	124	0.54	1.15
2026-06-17	121	0.11	1.9
2026-06-17	18	0.39	0.92
2026-07-17	178	0.29	2.3
2026-07-17	197	0.6	1.73
2026-07-17	124	0.36	1.15
2026-07-17	38	0.08	2.31
2026-07-17	95	0.19	1.33
2026-07-17	44	0.18	1.16
2026-07-17	44	0.11	1.16
2026-07-17	111	0.16	1.28
2026-07-17	121	0.1	1.15
2026-07-17	111	0.09	1.28
2026-07-17	58	0.24	1.9
2026-07-17	106	0.23	1.4
2026-07-17	107	0.19	1.26
2026-07-17	106	0.12	1.4
2026-07-17	95	0.19	1.33
2026-07-17	130	3	1.15
2026-07-17	105	0.71	1.49
2026-07-17	43	0.13	1.26
2026-07-17	81	1	0.7
2026-07-17	197	0.36	1.73
2026-07-17	197	0.3	1.73
2026-07-17	121	0.13	1.15
2026-02-18	39	0.39	2.88
2026-02-18	102	0.1	1.61
2026-02-18	98	0.29	1.84
2026-02-18	84	1	1.2
2026-02-18	48	0.45	3.44
2026-02-18	48	0.16	3.44
2026-02-18	102	0.31	1.61
2026-02-18	38	0.37	3.33
2026-02-18	197	0.28	1
2026-02-18	43	0.46	1.53
2026-02-18	38	0.76	3.33
2026-02-18	83	0.29	1.64
2026-02-18	165	0.2	3.81
2026-02-18	38	0.44	2.29
2026-02-18	95	0.19	1.27
2026-02-18	41	0.57	1.73
2026-02-18	42	0.28	1.48
2026-03-18	40	1	2.13
2026-03-18	65	1	1.04
2026-03-18	186	1	1.66
2026-03-18	186	1	1.66
2026-03-18	101	0.16	2.13
2026-03-18	33	0.11	2.78
2026-03-18	83	0.24	1.64
2026-03-18	31	0.01	4.4
2026-03-18	96	0.29	2.02
2026-03-18	101	0.15	2.13
2026-03-18	101	0.17	2.13
2026-03-18	101	0.14	2.13
2026-03-18	96	0.26	2.02
2026-03-18	96	0.27	2.02
2026-03-18	58	0.21	1.9
2026-03-18	128	1	1.72
2026-03-18	16	4.08	0.83
2026-03-18	130	3	1.44
2026-03-18	33	0.15	2.78
2026-03-18	98	0.28	1.61
2026-03-18	89	2.27	1.53
2026-03-18	197	0.34	1.06
2026-03-18	43	0.12	2.33
2026-03-18	98	0.26	1.61
2026-03-18	199	0.13	1.61
2026-03-18	199	0.47	1.61
2026-03-18	197	0.25	1.06
2026-03-18	8	1	1.68
2026-03-18	121	0.13	1.59
2026-03-18	41	0.78	1.73
2026-03-18	197	0.26	1.06
2026-03-18	43	0.87	2.33
2026-03-18	101	0.6	2.13
2026-04-18	16	0.9	0.92
2026-04-18	121	0.11	1.85
2026-04-18	101	0.16	2.01
2026-04-18	167	1	1.21
2026-04-18	42	0.19	1.49
2026-04-18	165	0.16	3.44
2026-04-18	194	0.2	2.33
2026-04-18	58	0.57	1.9
2026-06-18	39	0.35	1.85
2026-06-18	187	0.12	4.22
2026-06-18	112	0.3	2.27
2026-06-18	111	0.05	2.43
2026-06-18	127	2	2.43
2026-06-18	38	0.08	1.34
2026-06-18	167	1	1.05
2026-07-18	222	1	1.9
2026-07-18	39	0.35	2.72
2026-07-18	53	1	1.96
2026-07-18	30	1	1.15
2026-07-18	30	1	1.15
2026-07-18	48	3	1.53
2026-02-19	121	0.24	1.68
2026-02-19	42	0.46	1.48
2026-02-19	41	0.42	1.73
2026-02-19	199	0.53	1.61
2026-02-19	102	0.56	1.61
2026-02-19	58	0.12	1.9
2026-02-19	42	0.44	1.48
2026-02-19	35	1	1.04
2026-02-19	30	1	1.5
2026-03-19	44	0.09	2.78
2026-03-19	9	2	0.58
2026-03-19	101	0.46	2.13
2026-03-19	194	0.13	1.85
2026-03-19	8	1	1.68
2026-03-19	68	1	1.51
2026-03-19	41	1.02	1.73
2026-03-19	201	0.33	1.04
2026-03-19	96	0.54	2.02
2026-03-19	109	1.35	2.19
2026-03-19	52	0.16	0.78
2026-03-19	101	0.15	2.13
2026-03-19	201	0.45	1.04
2026-03-19	199	0.15	1.61
2026-03-19	44	0.53	2.78
2026-03-19	165	0.2	4.02
2026-03-19	197	0.27	1.16
2026-03-19	33	0.11	2.78
2026-03-19	43	0.1	2.33
2026-03-19	197	0.28	1.16
2026-03-19	83	0.6	1.64
2026-05-19	46	0.13	2.19
2026-05-19	112	0.2	2.95
2026-05-19	95	0.2	1.16
2026-05-19	101	0.15	2.14
2026-05-19	114	1.07	4.6
2026-05-19	69	1	0.91
2026-05-19	107	0.14	3.5
2026-05-19	103	0.06	2.24
2026-05-19	197	0.33	1.07
2026-05-19	218	1	1.02
2026-05-19	112	0.05	2.95
2026-05-19	41	0.41	2.08
2026-05-19	128	4	1.44
2026-05-19	114	0.05	4.6
2026-05-19	105	0.12	3.5
2026-05-19	98	0.28	1.79
2026-05-19	38	0.13	1.62
2026-05-19	165	0.16	4.05
2026-05-19	98	0.24	1.79
2026-05-19	112	0.04	2.95
2026-05-19	121	0.78	2.14
2026-06-19	201	0.28	1.27
2026-06-19	185	1.44	1.2
2026-06-19	111	0.09	2.43
2026-06-19	91	3.12	0.63
2026-06-19	3	1	1.08
2026-06-19	111	0.05	2.43
2026-06-19	42	0.42	1.5
2026-06-19	127	2	2.43
2026-06-19	107	0.13	2.02
2026-06-19	106	0.19	2.48
2026-01-20	42	0.29	1.5
2026-01-20	43	0.77	1.53
2026-01-20	41	0.41	1.67
2026-01-20	97	0.2	1.38
2026-01-20	199	0.26	1.61
2026-01-20	194	0.16	1.84
2026-01-20	72	1	0.81
2026-01-20	124	0.18	1.15
2026-01-20	124	0.3	1.15
2026-01-20	43	0.13	1.53
2026-01-20	18	0.3	3.39
2026-01-20	219	1	0.7
2026-01-20	216	1	2
2026-01-20	187	0.22	3.57
2026-01-20	194	0.35	1.84
2026-01-20	103	0.08	2.3
2026-01-20	101	0.27	2
2026-01-20	102	0.13	1.61
2026-01-20	42	0.27	1.5
2026-01-20	58	0.22	1.84
2026-01-20	52	0.15	0.75
2026-01-20	43	0.35	1.53
2026-01-20	43	0.56	1.53
2026-01-20	52	0.37	0.75
2026-02-20	41	0.58	1.73
2026-02-20	69	1	0.88
2026-02-20	96	0.33	2.02
2026-02-20	44	0.17	1.78
2026-02-20	41	0.24	1.73
2026-02-20	121	0.63	1.68
2026-02-20	199	0.36	1.61
2026-02-20	42	0.36	1.48
2026-02-20	102	0.5	1.61
2026-02-20	219	1	0.7
2026-02-20	208	1	0.66
2026-02-20	43	0.09	1.53
2026-03-20	44	0.29	2.78
2026-03-20	44	0.96	2.78
2026-03-20	44	0.95	2.78
2026-03-20	109	0.62	2.19
2026-03-20	43	0.53	2.4
2026-03-20	41	0.21	1.73
2026-03-20	197	0.25	1.16
2026-03-20	33	0.19	2.44
2026-03-20	198	2	0.75
2026-03-20	96	0.25	2.02
2026-03-20	96	0.54	2.02
2026-03-20	199	0.11	1.61
2026-03-20	194	0.14	1.85
2026-03-20	197	0.27	1.16
2026-03-20	35	8	0.87
2026-04-20	199	0.22	2.31
2026-04-20	58	0.42	1.9
2026-04-20	16	0.85	0.92
2026-04-20	194	0.32	2.33
2026-04-20	197	0.29	1.16
2026-04-20	44	0.12	2.75
2026-04-20	194	0.21	2.33
2026-04-20	187	0.1	3.24
2026-04-20	197	0.28	1.16
2026-06-20	105	0.12	2.6
2026-06-20	39	0.33	1.85
2026-06-20	42	0.08	1.5
2026-06-20	208	1	0.66
2026-06-20	42	0.11	1.5
2026-06-20	39	0.22	1.85
2026-06-20	105	0.36	2.6
2026-06-20	42	0.1	1.5
2026-07-20	43	0.25	1.26
2026-07-20	16	0.88	0.98
2026-07-20	187	0.12	4.04
2026-07-20	43	0.09	1.26
2026-07-20	43	0.5	1.26
2026-07-20	28	2	2.08
2026-01-21	43	0.12	1.53
2026-01-21	42	0.2	1.5
2026-01-21	197	0.27	1.1
2026-01-21	41	0.23	1.67
2026-01-21	58	0.54	1.84
2026-01-21	38	0.16	2.54
2026-01-21	102	0.11	1.61
2026-02-21	35	1	1.04
2026-02-21	35	1	1.04
2026-02-21	190	1	2.77
2026-02-21	12	0.25	1.79
2026-02-21	94	0.21	1.97
2026-02-21	58	0.34	1.9
2026-02-21	194	0.1	1.84
2026-02-21	199	0.23	1.61
2026-02-21	101	0.3	2.13
2026-02-21	101	0.18	2.13
2026-02-21	121	0.27	1.68
2026-02-21	124	0.43	1.15
2026-03-21	197	0.57	1.16
2026-03-21	101	0.14	2.13
2026-03-21	165	0.21	4.02
2026-03-21	194	0.14	1.85
2026-03-21	43	0.08	2.4
2026-03-21	96	0.31	2.02
2026-03-21	165	0.62	4.02
2026-03-21	43	0.11	2.4
2026-03-21	42	0.13	1.61
2026-03-21	42	0.7	1.61
2026-03-21	93	1	2.3
2026-03-21	93	1	2.3
2026-03-21	4	1	0.73
2026-03-21	4	1	0.73
2026-03-21	199	0.13	1.61
2026-03-21	197	1.8	1.16
2026-03-21	194	0.14	1.85
2026-03-21	199	0.09	1.61
2026-04-21	187	0.1	3.24
2026-04-21	103	0.17	2.13
2026-04-21	194	0.31	2.33
2026-04-21	95	0.19	1.15
2026-04-21	199	0.29	2.31
2026-04-21	199	0.25	2.31
2026-04-21	187	0.11	3.24
2026-04-21	75	1	1.19
2026-04-21	43	0.15	2.74
2026-04-21	101	0.14	2.14
2026-04-21	121	0.24	2.23
2026-04-21	194	0.34	2.33
2026-04-21	12	0.25	1.15
2026-04-21	121	0.11	2.23
2026-04-21	42	0.4	1.73
2026-04-21	41	0.21	1.85
2026-05-21	219	2	0.71
2026-05-21	12	0.36	1.39
2026-05-21	98	0.26	1.79
2026-05-21	93	1	1.44
2026-05-21	121	0.1	2.14
2026-05-21	38	0.14	1.85
2026-05-21	52	0.18	1.04
2026-05-21	93	1	1.44
2026-05-21	201	0.31	1.27
2026-05-21	111	0.11	3.24
2026-05-21	101	0.31	2.14
2026-05-21	42	0.11	1.38
2026-05-21	58	0.2	1.9
2026-05-21	93	1	1.44
2026-05-21	197	0.47	1.07
2026-01-22	43	0.79	1.79
2026-01-22	43	0.2	1.79
2026-01-22	16	0.92	0.87
2026-01-22	103	0.13	2.3
2026-01-22	194	0.19	1.84
2026-01-22	43	0.27	1.79
2026-01-22	41	0.25	1.67
2026-01-22	95	0.19	1.27
2026-01-22	74	1	1.78
2026-01-22	167	1	1.02
2026-05-22	111	0.07	3.24
2026-05-22	101	0.16	2.14
2026-05-22	101	0.16	2.14
2026-05-22	187	0.1	3.24
2026-05-22	197	0.34	1.07
2026-05-22	121	0.14	2.14
2026-06-22	121	0.34	1.73
2026-06-22	8	1	1.68
2026-06-22	44	0.18	1.16
2026-06-22	12	0.28	1.44
2026-06-22	106	0.18	2.48
2026-06-22	38	0.09	1.34
2026-06-22	95	0.17	1.33
2026-06-22	127	1	2.43
2026-06-22	201	0.3	1.27
2026-06-22	107	0.18	1.84
2026-06-22	39	0.33	1.85
2026-06-22	42	0.26	1.5
2026-06-22	107	0.39	1.84
2026-06-22	43	0.11	1.33
2026-07-22	105	0.73	1.4
2026-07-22	121	0.1	1.15
2026-07-22	43	0.1	1.26
2026-07-22	103	0.13	1.73
2026-07-22	43	0.45	1.26
2026-07-22	199	0.08	2.45
2026-07-22	187	0.1	4.04
2026-07-22	109	0.1	1.92
2026-07-22	38	0.05	1.9
2026-07-22	187	0.1	4.04
2026-07-22	44	0.25	1.16
2026-07-22	43	0.11	1.26
2026-07-22	187	0.21	4.04
2026-07-22	12	0.42	1.33
2026-01-23	43	0.88	1.79
2026-01-23	43	0.79	1.79
2026-01-23	185	0.91	1.44
2026-01-23	121	0.12	1.66
2026-01-23	165	0.22	3.81
2026-01-23	165	0.22	3.81
2026-01-23	42	0.55	1.5
2026-01-23	194	0.92	1.84
2026-01-23	94	0.23	1.97
2026-01-23	41	0.23	1.67
2026-01-23	43	0.32	1.79
2026-02-23	199	0.86	1.61
2026-02-23	98	0.27	1.67
2026-02-23	197	0.27	1.04
2026-02-23	12	0.25	1.56
2026-02-23	101	0.14	2.13
2026-02-23	101	0.46	2.13
2026-02-23	41	0.47	1.73
2026-02-23	41	0.8	1.73
2026-02-23	194	0.16	1.84
2026-02-23	101	0.34	2.13
2026-02-23	42	0.15	1.62
2026-02-23	52	0.15	0.75
2026-02-23	127	1	2.02
2026-02-23	33	0.12	2.56
2026-02-23	187	0.11	3.46
2026-02-23	52	0.14	0.75
2026-03-23	199	0.68	1.61
2026-03-23	178	0.09	2.43
2026-03-23	197	0.61	1.16
2026-03-23	95	0.19	1.27
2026-03-23	198	1	0.75
2026-03-23	69	1	0.88
2026-03-23	83	0.28	1.95
2026-03-23	197	1.09	1.16
2026-03-23	12	0.54	2.78
2026-03-23	44	1.59	2.78
2026-03-23	93	1	2.3
2026-03-23	33	0.78	2.44
2026-04-23	194	0.34	2.33
2026-04-23	185	1.84	1.44
2026-04-23	101	0.32	2.14
2026-04-23	194	0.16	2.33
2026-04-23	197	0.23	1.05
2026-04-23	42	0.95	1.73
2026-04-23	33	0.26	1.1
2026-04-23	121	0.12	2.23
2026-04-23	94	0.23	1.97
2026-04-23	101	0.31	2.14
2026-04-23	199	0.3	2.31
2026-04-23	93	1	1.37
2026-04-23	103	0.17	2.13
2026-04-23	101	0.21	2.14
2026-04-23	93	1	1.37
2026-04-23	194	0.15	2.33
2026-04-23	127	1	2.02
2026-04-23	127	1	2.02
2026-04-23	42	1.97	1.73
2026-04-23	124	0.16	1.15
2026-04-23	40	1	1.62
2026-04-23	98	0.26	1.85
2026-04-23	60	1	2.02
2026-04-23	125	1	1.85
2026-04-23	16	0.19	0.98
2026-04-23	98	0.3	1.85
2026-04-23	98	0.28	1.85
2026-04-23	42	0.1	1.73
2026-04-23	187	0.11	3.24
2026-05-23	46	0.33	2.54
2026-05-23	101	0.14	2.14
2026-05-23	250	0.28	1.85
2026-05-23	44	0.15	1.68
2026-05-23	9	1	0.58
2026-05-23	112	0.06	2.88
2026-05-23	105	0.11	3.5
2026-06-23	46	0.13	2.77
2026-06-23	124	0.87	1.06
2026-06-23	101	0.23	2.14
2026-06-23	121	0.1	1.73
2026-06-23	127	1	2.43
2026-06-23	121	0.08	1.73
2026-06-23	42	0.12	1.5
2026-06-23	124	0.18	1.06
2026-06-23	201	0.23	1.27
2026-06-23	199	0.17	2.39
2026-06-23	121	0.26	1.73
2026-06-23	121	0.09	1.73
2026-06-23	219	5	0.71
2026-06-23	44	0.13	1.16
2026-06-23	185	1.79	1.2
2026-07-23	103	0.2	1.73
2026-07-23	96	0.25	2.13
2026-01-24	43	0.1	1.79
2026-01-24	43	0.27	1.79
2026-01-24	103	0.15	2.3
2026-01-24	194	0.16	1.84
2026-01-24	43	0.11	1.79
2026-01-24	121	0.17	1.66
2026-01-24	43	0.37	1.79
2026-01-24	43	0.11	1.79
2026-01-24	72	1	0.81
2026-01-24	194	0.15	1.84
2026-02-24	43	0.53	1.44
2026-02-24	199	0.94	1.61
2026-02-24	187	0.11	3.46
2026-02-24	121	0.18	1.68
2026-02-24	42	0.93	1.62
2026-02-24	94	0.45	1.97
2026-02-24	167	1	1.2
2026-02-24	178	0.2	2.3
2026-02-24	43	0.26	1.44
2026-02-24	43	0.2	1.44
2026-02-24	43	0.21	1.44
2026-02-24	93	1	3.06
2026-02-24	89	2.35	1.19
2026-02-24	35	3	1.04
2026-03-24	16	0.84	0.92
2026-03-24	38	0.4	3.33
2026-03-24	199	0.13	1.61
2026-03-24	52	0.59	0.78
2026-03-24	12	0.47	2.78
2026-03-24	199	0.11	1.61
2026-03-24	101	0.15	2.13
2026-03-24	187	0.1	3.46
2026-03-24	197	0.53	1.16
2026-03-24	197	0.26	1.16
2026-03-24	43	0.1	2.4
2026-03-24	218	2	1.02
2026-03-24	98	0.25	1.73
2026-03-24	94	0.26	1.97
2026-03-24	197	0.25	1.16
2026-03-24	39	0.37	3.07
2026-04-24	75	1	1.19
2026-04-24	101	0.5	2.14
2026-04-24	42	0.27	1.5
2026-04-24	197	0.25	1.05
2026-04-24	194	0.13	2.33
2026-04-24	96	0.27	2.13
2026-04-24	194	0.15	2.33
2026-04-24	4	1	0.67
2026-04-24	16	0.79	0.98
2026-04-24	43	0.09	2.3
2026-04-24	101	0.17	2.14
2026-06-24	207	4	0.94
2026-06-24	185	1.82	1.2
2026-06-24	101	0.2	2.14
2026-06-24	101	0.83	2.14
2026-06-24	12	0.25	1.44
2026-07-24	178	0.62	1.96
2026-07-24	167	1	1.06
2026-07-24	92	2.26	0.68
2026-07-24	219	2	0.71
2026-02-25	12	0.31	1.5
2026-02-25	101	0.33	2.13
2026-02-25	124	0.17	1.15
2026-02-25	199	0.23	1.61
2026-02-25	197	0.26	1.16
2026-02-25	130	1	1.44
2026-02-25	12	0.31	1.5
2026-02-25	93	1	3.06
2026-02-25	93	2	3.06
2026-02-25	43	0.38	1.44
2026-02-25	98	0.28	1.67
2026-02-25	89	1.26	1.19
2026-02-25	101	0.15	2.13
2026-03-25	31	0.19	4.4
2026-03-25	31	0.2	4.4
2026-03-25	31	0.24	4.4
2026-03-25	12	0.34	2.78
2026-03-25	197	0.28	1.16
2026-03-25	12	0.32	2.78
2026-03-25	95	0.18	1.27
2026-03-25	43	0.15	2.4
2026-03-25	101	0.14	2.13
2026-04-25	42	0.11	1.5
2026-04-25	93	1	1.37
2026-04-25	101	0.77	2.14
2026-04-25	9	1	0.58
2026-04-25	187	0.1	3.24
2026-04-25	187	0.11	3.24
2026-04-25	199	0.15	2.31
2026-04-25	31	0.02	4.4
2026-04-25	71	1	1.53
2026-04-25	75	2	1.19
2026-05-25	199	0.45	2.39
2026-05-25	103	0.09	2.24
2026-05-25	93	2	1.44
2026-05-25	197	0.26	1.15
2026-05-25	201	0.26	1.27
2026-06-25	199	0.12	2.89
2026-06-25	127	2	2.43
2026-06-25	101	0.26	2.14
2026-06-25	95	0.19	1.33
2026-06-25	187	0.24	4.27
2026-06-25	167	1	1.07
2026-06-25	185	1.81	1.2
2026-06-25	185	1.79	1.2
2026-07-25	42	0.16	1.21
2026-07-25	42	0.49	1.21
2026-02-26	12	0.49	1.5
2026-02-26	44	0.12	1.61
2026-02-26	44	0.16	1.61
2026-02-26	93	3	2.78
2026-02-26	43	0.07	1.44
2026-02-26	44	0.15	1.61
2026-02-26	43	0.07	1.44
2026-02-26	219	1	0.7
2026-02-26	3	1	1.03
2026-02-26	199	0.35	1.61
2026-02-26	44	0.12	1.61
2026-02-26	101	0.14	2.13
2026-02-26	124	0.7	1.15
2026-02-26	121	0.43	1.68
2026-02-26	187	0.11	3.46
2026-02-26	48	1	1.5
2026-02-26	30	1	1.5
2026-02-26	95	0.41	1.27
2026-02-26	201	0.24	1.04
2026-02-26	83	0.31	1.64
2026-03-26	98	0.28	1.73
2026-03-26	96	0.53	2.02
2026-03-26	197	0.8	1.16
2026-03-26	194	0.13	1.85
2026-03-26	95	0.21	1.16
2026-03-26	83	0.84	1.95
2026-03-26	4	2	0.79
2026-03-26	93	1	2.3
2026-03-26	75	1	1.14
2026-03-26	197	0.28	1.16
2026-03-26	201	0.25	1.16
2026-03-26	83	0.29	1.95
2026-03-26	187	0.2	3.46
2026-03-26	99	0.25	2.25
2026-03-26	99	0.28	2.25
2026-05-26	95	0.21	1.27
2026-05-26	12	1.12	1.39
2026-05-26	127	1	2.43
2026-05-26	106	0.17	3.32
2026-05-26	201	0.28	1.27
2026-05-26	121	0.23	1.96
2026-05-26	107	0.1	2.88
2026-05-26	124	0.19	1.15
2026-05-26	52	0.13	1.04
2026-05-26	93	1	1.44
2026-05-26	93	1	1.44
2026-05-26	93	1	1.44
2026-05-26	93	1	1.44
2026-05-26	93	1	1.44
2026-05-26	101	0.15	2.14
2026-05-26	121	0.24	1.96
2026-05-26	12	1.18	1.39
2026-06-26	44	0.14	1.14
2026-06-26	44	0.96	1.14
2026-06-26	124	0.26	1.06
2026-06-26	197	0.23	1.15
2026-06-26	38	0.13	1.34
2026-06-26	58	0.58	1.9
2026-06-26	44	0.62	1.14
2026-06-26	100	0.21	1.96
2026-06-26	44	0.16	1.14
2026-06-26	112	0.12	2.31
2026-06-26	95	0.34	1.33
2026-06-26	121	0.12	1.73
2026-06-26	121	0.1	1.73
2026-06-26	44	0.14	1.14
2026-06-26	219	1	0.71
2026-06-26	62	2	1.35
2026-06-26	40	3	1.56
2026-01-27	41	0.27	1.56
2026-01-27	42	0.18	1.61
2026-01-27	43	0.27	1.67
2026-01-27	103	0.17	2.3
2026-01-27	41	0.25	1.56
2026-01-27	83	0.27	1.46
2026-01-27	101	0.16	2.14
2026-01-27	199	0.34	1.61
2026-01-27	58	0.33	1.84
2026-01-27	44	0.39	2.14
2026-02-27	93	1	2.78
2026-02-27	38	0.1	2.77
2026-02-27	101	0.14	2.13
2026-02-27	121	0.15	1.68
2026-02-27	43	0.1	1.44
2026-02-27	98	0.29	1.67
2026-03-27	199	0.22	1.61
2026-03-27	31	0.07	4.4
2026-03-27	199	0.15	1.61
2026-03-27	96	0.32	2.02
2026-03-27	69	1	0.88
2026-03-27	194	0.13	1.85
2026-03-27	124	0.15	1.15
2026-03-27	197	0.97	1.16
2026-03-27	18	0.24	1.79
2026-04-27	194	0.3	2.33
2026-04-27	199	0.36	2.31
2026-04-27	194	0.12	2.33
2026-04-27	187	0.1	3.24
2026-04-27	199	0.29	2.31
2026-04-27	194	1	2.33
2026-04-27	101	0.3	2.14
2026-04-27	42	0.59	1.5
2026-04-27	185	3.14	1.44
2026-04-27	185	3.11	1.44
2026-04-27	43	0.1	2.3
2026-05-27	216	2	2
2026-05-27	201	0.28	1.27
2026-05-27	98	0.29	1.79
2026-05-27	189	1	2.08
2026-05-27	49	3	1.27
2026-05-27	231	2	0.98
2026-05-27	48	2	1.53
2026-06-27	199	0.19	2.89
2026-06-27	41	0.24	1.27
2026-06-27	124	0.97	1.06
2026-06-27	11	0.12	1.73
2026-06-27	38	0.03	1.34
2026-06-27	44	1.88	1.14
2026-06-27	124	1.56	1.06
2026-06-27	121	0.52	1.73
2026-06-27	107	0.14	1.86
2026-06-27	124	0.15	1.06
2026-06-27	107	0.17	1.86
2026-07-27	208	1	0.66
2026-07-27	167	2	1.06
2026-07-27	58	0.44	1.9
2026-07-27	43	0.13	1.3
2026-07-27	43	0.07	1.3
2026-01-28	121	0.38	1.66
2026-01-28	98	0.27	1.85
2026-01-28	43	0.3	1.67
2026-01-28	98	0.26	1.85
2026-01-28	194	0.17	1.99
2026-01-28	42	0.48	1.61
2026-01-28	101	0.19	2.14
2026-01-28	178	0.46	2.54
2026-02-28	12	0.96	1.5
2026-02-28	101	0.15	2.13
2026-02-28	43	0.84	1.44
2026-02-28	12	0.69	1.5
2026-02-28	41	0.25	1.73
2026-02-28	194	0.15	1.72
2026-02-28	20	2	0.81
